problem_id,code,error_id_1,Knowledge_id_2,error_class_id
p2589,"#include<stdio.h>
int main(){
    int n;
    scanf(""%d"",&n);
    int a[n][n]i,j,b=0;
    for(i=n-1;i>=0;i--){
        for(j=0;j<n;j++){
            b++;
            a[i][j]=b;
        }
    }
    for(i=0;i<n;i++){
        for(j=0;j<n;j++){
            printf(""%3d"",a[i][j]);
        }
        printf(""\n"");
    }
    return 0;
}",符号错误或缺失-,无,E21
p2590,"#include<stdio.h>
#include<string.h>
#define MAXN 1001
int main(){
    char a[MAXN],b[MAXN];
    int x[MAXN]={0},y[MAXN]={0},z[MAXN]={0};
    scanf(""%s%s"",a,b);
    
    if(strcmp(a,""0"")==0){
        printf(""%s"",b);
        return 0;
    }
    if(strcmp(b,""0"")==0){
        printf(""%s"",a);
        return 0;
    }
    int la=strlen(a);
    int lb=strlen(b);
    for(int i=la-1,j=0;i>=0;i--,j++){
        x[j]=a[i]-'0';
    }
    for(int i=lb-1,j=0;i>=0;i--,j++){
        y[j]=b[i]-'0';
    }
    int n=la-lb,;
    int f=0,t;
    for(int i=0;i<n;i++){
        t=x[i]+y[i]+f;
        z[i]=t%10;
        f=t/10;
    }
    if(f>0)printf(""%d"",f);
    for(int i=n-1;i>=0;i--){
        printf(""%d"",z[i]);
    }
    return 0;
}",符号错误或缺失-,无,E21
p2591,"#include<stdio.h>
#include<string.h>
#define maxn 1000
int main(){
    char a[maxn];
    gets(a);
    int x,i;
    for(i=1;a[i]!='\0';i++){
        x=1;
        if(a[i]==a[i-1]){
            while(a[i]==a[i-1]){
                x++;
                i++;
            }
            printf(""%d%c"",x,a[i-1]);
        }
        x=1;
        if(a[i]!=a[i-1]&&a[i+1]!=a[i]){ 
        printf(""%c""a[i]);
    }
    }
    return 0;
    
}",符号错误或缺失-,无,E21
p2592,"#include<stdio.h>
#include<string.h>
int main(){
    int n, i, j, k;
    char a[1000];
    scanf(""%d""&n);
    while(n){
        scanf(""%[^\n]"",a);
        int len=strlen(a);
        j=0;
        for(i=0;i<=len;i++){
            if(a[i]==' '||a[i]=='\0'){
                for(k=i-1;k>=j;k--){
                    printf(""%c"",a[k]);
                    if(a[i]=='\0'){
                        printf("" "");
                    }
                    j=i;
                }
            }
        }
        printf(""\n"");
        n--;
    }
    return 0;
}",符号错误或缺失-,无,E21
p2593,"#include<stdio.h>
int main(){
    int n,a[n];
    scanf(""%d""&n);
    for(i=0;i<=n-1;i++){
        int b;
        scanf(""%d"",&b);
        a[i]=b;
    }
    int j;
    for(i=0;i<n;i=+)
    for(j=1;j)
}",符号错误或缺失-,无,E21
p2594,"#include <stdio.h>
int main()
{
    int a,b,c,d,e;
    scanf(%d%d%d%d%d,&a,&b,&c,&d,&e);
    a=a/3;b=b+a;e=e+a;
    b=b/3;c=c+b;a=a+b;
    c=c/3;d=d+c;b=b+c;
    d=d/3;e=e+d;c=c+d;
    e=e/3;a=a+e;d=d+e;
    printf(""%d %d %d %d %d"",a,b,c,d,e);
    return 0;
}",符号错误或缺失-,无,E21
p2595,"#include<stdio.h>
int main()
{
    int x y z;
    scanf(""%d %d %d"",&x,&y,&z);
    if(x!=y&&x!=z&&y!=z)
{   if(x>y&&x>z)
    printf(""x"");
    else if(y>x&&y>z)
    printf(""y"");
   else  if(z>x&&z>y)
    printf(""z"");
}
    return 0;
}",符号错误或缺失-,无,E21
p2596,"#include<stdio.h>
int main()
{
    int a,b,c,n,s,;
    scanf(""%d"",&n);
    a=n/100;
    b=n/10%10;
    c=n%10;
    if(a>b&&a>c){
        if(b>c){
            s=a-c;
        }else{
            s=a-b;
        }
    }else if(b>a&&b>c){
        if(a>c){
            s=b-c;
        }else{
            s=b-a;
        }
    }else{
        if(a>b){
            s=c-b;
        }else{
            s=c-a;
        }
    }
    printf(""%d"",s);
    return 0;
}",符号错误或缺失-,无,E21
p2597,"#include<stdio.h>
int main()
{
  int a,b,c,d,e,y,;
  scanf(""%d"",&e);
  a=e/1000;b=e/100%10;c=e%100%10;d=e%1000%10;
  y=d*1000+c*100+b*10+a*1;
  printf(""%d"",y);
    return 0;
}",符号错误或缺失-,无,E21
p2598,"#include <stdio.h>
int main()
{
    int n,a,b,c;
    scanf(""%d"",&n);
    if (a>b&&b>c)
    printf(""%d%d""n/b\n,n%b);
    else if (b>a&&a>c)
    printf(""%d"",n/a);
    return 0;
}",符号错误或缺失-,无,E21
p2599,"#include<stdio.h>
int main(){
    int a,b,c,d,;
    scanf(""%d%d"",&a,&b);
    c==a/b;
    d==a/b;
    printf(""%d%d"",c,d);
    return 0;
}
",符号错误或缺失-,无,E21
p2600,"#include<stdio.h>
#include<string.h>
int main(){
    int n,k;
    int ant=0;
    char a[107];
    scanf(""%d%d"",&n,&k);
    
    for(int i=0;i<n;i++){
        gets(a);
        if(a[i]!=k||a[i]==k)
        ant++;
        if(a[i]==k){
            printf(""%d""a[i]);
            break;
        }else{
            printf(""-1"");
        }
        
    }
    return 0;
}",符号错误或缺失-,无,E21
p2601,"#include <stdio.h>
#include <string.h>
int main()
{
    printf(step0:ooooooo*******--);
    printf(step1:oooooo--******o*);
    printf(step2:oooooo******--o*);
    printf(step3:ooooo--*****o*o*);
    printf(step4:ooooo*****--o*o*);
    printf(step5:oooo--****o*o*o*);
    printf(step6:oooo****--o*o*o*);
    printf(step7:ooo--***o*o*o*o*);
    printf(step8:ooo*o**--*o*o*o*);
    printf(step9:o--*o**oo*o*o*o*);
    printf(step10:o*o*o*--o*o*o*o*);
    printf(step11:--o*o*o*o*o*o*o*);
    return 0;
}",符号错误或缺失-,无,E21
p2602,"#include<stdio.h>
#define PI 3.14159
int main(void){
    int h ,r,;
    double V;
    scanf(""%d%d,&r"");
    V = PI * r * r/1000;
    printf(""%d\n"",int(20 / V + 1));
    return 0;
}",符号错误或缺失-,无,E21
p2603,"#include<stdio.h>
void main()
{
    int n,x,y,z,m;
    scanf(""%d %d %d"",&n &x &y);
    m = y%x;
    k = y/x;
    if(m!=0)
    {
        z = n-k;
    }
    else
    {
        z = n+1-k;
    }
    printf(""%d"",z);
    return 0;
}",符号错误或缺失-,无,E21
p2604,"#include<stdio.h>
int main ()
{
    printf(""%d\n"",sizeof(""Hello,World!""),);
    return 0;
}",符号错误或缺失-,无,E21
p2605,"#include<stdio.h>
int M,N;
int way(int M,int N){
    if(N>=M)
        return 1;
    else if(M%(N+1)!=0){
        return 0;
    }
    else
        return -1;
}
int main()
{
    while(scanf(""%d %d"",&M,&N)!=EOF)
    {
        if(way(M,N)==1){
            for(;M<=N;M++)
                printf(M==N?""%d\n"":""%d "",M);
        }
        else if(way(M,N)==0){
            printf(""%d"",);
        }
        else
            printf(""none\n"");
    }
}
",符号错误或缺失-,无,E21
p2606,"#include<stdio.h>
int main()
{
int n,m,sum=0
;
int i,a[100];
for(i=1;i<=n;i++)
scanf(""%d"",&a[i]);
sum=sum+a[1];
for(i=2;i<=n;i++)
{
if()

}
return 0;
}",符号错误或缺失-,无,E21
p2607,"#include<stdio.h>
int main(){
    int a[100];
    int n,x,i;
    scanf(""%d"",&n);
    for(i=0;i<n;i++){
        scanf(""%d"",&a[i]);
    }
    for(x=1;x<n-1;x++){
        if(a[x]>a[x-1]&&a>[x+1]){
            printf(""%d\n"",a[x]);
        }
    }
    return 0;
}",符号错误或缺失-,无,E21
p2608,"#include<stdio.h>
int main(){
    long long n,a=1,b=2,d,e;
    scanf(""%lld"",&n);
    do{
        a=a*2;
        b=b*2;
        d=n-a;
        a=b-n;
        if(d<e&&d>0&&e>0){
            printf(""%d"",a);
            break;
        }if(d>0&&e>0&&>e){
            printf(""%d"",b);
        }if(d>0&&e>0&&d==0){
            printf(""%d"",a);
            break;
        }
        
        
        
        
        
        
        
        
        
        
    }while(n!=0);
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    
    return 0;
}",符号错误或缺失-,无,E21
p2609,"#include<stdio.h>
int main()
{
    int celiues fahr
     celiues=50;
     fahr=9/5*celiues-32;
    printf(""%d\n"",fahr)
    return 0;
    
}",符号错误或缺失-,无,E21
p2610,"#include<stdio.h>
int main()
{
    int a,n;
    scanf(""%d"",&n);
    a=n/10000;
    if(a>0&&a<10){ printf(""wan"");}
    if(a>10&&<100){ printf(""shi wan"");}
    if(a>100&&<1000){ printf(""bai wan"");}
    if(a>1000&&<10000)
    { printf(""qian wan"");}
    if(a>10000&&<100000){
        printf(""yi"");
    }
    return 0;
}",符号错误或缺失-,无,E21
p2611,"#include<stdio.h>
#include<string.h>
int main(){
    char s[100];
    gets(s);
    for(int i=0;s[i]!=EOF; i++){
        if(s[i]=='a'||s[i]=='e'||s[i]=='i'||s[i]=='o'||s[i]=='u'){
            s[i]-=32;
        }
        else if(s[i]>='B'&&s[i]<='Z'&&s[i]!='A){
            s[i]+=32;
        }
    }
    for(int i=0;s[i]!=EOF;i++){
        printf(""%c"",s[i]);
    }
    return 0;
}",符号错误或缺失-,无,E21
p2612,"include <stido.h>
int main()
{
    int r;
    float C,S;
    scanf(""%d"",&r);
    C=2*r*3.14,S=r*r*3.14;
    printf(""%.2f%.2f"",C,S);
    return 0;
}",符号错误或缺失-,无,E21
p2613,"#include<stdio.h>
#include<string.h>
#define MAXN 1000
int main(){
    char s[MAXN];
    int i,j,y=0;
    gets(s);
    for(i=0;s[i!='\0';i++)
    for(i=0;s[i+1]!='\0';i++){
        if(s[i]!='\0'&&s[i=1]=='\0'){
            y=s[i];
            s[i]=s[i+1];
            s[i+1]=y;
        }
    }
    for(i=0;s[i]!='\0';i++){
        printf(""%c "",s[i]);
    }
    return 0;
}",符号错误或缺失-,无,E21
p2614,"#include<stdio.h>
#include<string.h>
int main(){
    int i,m;
    char a[41];
    char b[41];
    gets(a);
    gets(b);
    printf(""%s%s""a,b);
    return 0;
}",符号错误或缺失-,无,E21
p2615,"#include<stdio.h>
int main(){
    int a,b,c,d;
    scanf(""%d%d%d,&a,&b,&c);
    d=a;
    if(b>d){
        d=b;
    }
    if(c>d){
        d=c;
    }
    printf(""%d"",d);
    
    
    
    
    
    
    
    
    
    return 0;
}",符号错误或缺失-,无,E21
p2616,"#include<stdio.h>
int main(){
    int a,b,c;
    scanf(""%d%d%d,a,b,c);
    a>b>c;
    printf(""%d"",a)
    
    
    
    
    
    
    
    
    
    return 0;
}",符号错误或缺失-,无,E21
p2617,"#include<stdio.h>
#include<string.h>
#define MAXN 1000000
int main(){
    int a[MAXN],b[MAXN],;
    int x[MAXN]={0},y[MAXN]={0},z[MAXN]={0};
    for(int i=0;a[i]!='\0', b[i]!='\0';i++){
        scanf(""%d+%d="",&a[i],&b[i]);
    } 
     la=strlen(a);
    int lb=strlen(b);
    for(int i=la-1,j=0;i>=0;i--,j++){
        x[j]=a[i];
    }
    for(int i=lb-1,j=0;i>=0;i--,j++){
        y[j]=b[i];
    }
    int n=la>lb?la:lb;
    int t,f=0; 
    for(int i=0;i<n;i++){
        t=x[i]+y[i]+f;
        z[i]=t%10;
        f=t/10;
    }
    if(f>0)
    printf(""%d"",f);
    for(int i=n-1;i>=0;i--){
        printf(""%d"",z[i]);
    }
    return 0;
}",符号错误或缺失-,无,E21
p2618,"#include<stdio.h>
int main(){
    int a,b,c,d,e;
    scanf(%d %d %d %d %d, &a , &b , &c , &d , &e );
    a=a/3;b=b+a;e=e+a;
    b=b/3;c=c+b;a=a+b;
    c=c/3;d=d+c;b=b+c;
    e=e/3;a=a+e;d=d+e;
    printf(""%d %d %d %d %d"",a,b,c,d,e);
    return 0;
}",符号错误或缺失-,无,E21
p2619,"#include<stdio.h>
int main()
{
    int x,a,b,c;
    scanf(""%d"",&x);
    a=x/100,b=x/10%10,c=x%10;
    if(a>b){
    if(b>c)
    printf(""%d"",a-c);
    else if(a>c)
    printf(""%d"",a-b);
    else 
    printf(""%d"",c-b);}
    else {if(c>b)
    printf(""%d"",c-a);
    else if(b<c&&c&&a)
    printf(""%d"",b-a);
    else
    printf(""%d""b-a);}
    
    return 0;
}",符号错误或缺失-,无,E21
p2620,"#include<stdio.h>
int main()
{
    int a,b;
    scanf(""%d%d"" &a, &b);
    if(a>b){
        printf (""%d"",&a);
    }else{
    printf (""%d"",&b);
    }
    return 0;
}",符号错误或缺失-,无,E21
p2621,"#include<stdio.h>
main()
{
    int x,a,b,c,s,;
    scanf(""%d,&x"");
    a=x/100;
    b=x/10%10;
    c=x%10;
    s=a+b+c;
    printf(""%d\n"",s);
    return 0
}",符号错误或缺失-,无,E21
p2622,"#include<stdio.h>
int main(){
    int a b;
    scanf(""%d%d"",&a &b);
    if(a>b)
    printf(""%d%d"",a b);
    if(b>a)
    printf(""%d%d"",b a);
    return 0;
}",符号错误或缺失-,无,E21
p2623,"include<stdio.h>
int main()
{
    int a,b,c,x;
    scannf(""%d"",&x);
    a=x/100;
    b=(x-a*100)/10;
    c=x-a*100-a*10;
    a=a+b+c;
    printf(""%d"",a);
    return 0;
}",符号错误或缺失-,无,E21
p2624,"#include<stdio.h>
int main()
{
    int x,y z;
    scanf(""%d %d %d"",&x,&y,&z);
    if(x!=y&&x!=z&&y!=z)
{   if(x>y&&x>z)
    printf(""x"");
    else if(y>x&&y>z)
    printf(""y"");
   else  if(z>x&&z>y)
    printf(""z"");
}
    return 0;
}",符号错误或缺失-,无,E21
p2625,"#include<stdio.h>
int main()
{
   int a,b=0,c;
   float m;
   scanf(""%d %d %d"",&a,&b,&c);
   scanf(""%f%f%f"",&m,&m,&m);
   printf(""%d\n%d\n%d\n%.1f\n%.2f\n%.3f\n""a,b,c,m,m,m);
   return 0;
}
    
",符号错误或缺失-,无,E21
p2626,"#include<stdio.h>
int main(){
    int a, b;
    scanf(""%d%d"",&a, &b);
    if(a>b)
    printf(""%d%d"",a b);
    if(b>a)
    printf(""%d%d"",b a);
    return 0;
}",符号错误或缺失-,无,E21
p2627,"#include<stdio.h>
#include<math.h>
int main(){
    int N,a=1,b=1,c=1;
    while(scanf(""%d"",&N)<=50)
    for(int i=0;i++)
    a++;b++;c++;
    a+b+c>=30;
    0.8*a+0.2*b+0.1*c==N;
    printf(""%d"",i);
    return 0;
}",符号错误或缺失-,无,E21
p2628,"#include<stdio.h>
int main(){
    int x,i,s=1,m;
    int a[3];
    for(i=1;i<=3;i+=+){
        scanf(""%d"",&a[i]);
    }
    int f(int b){
        for(i=1;i<=b;i++){
          s=s*10;  
        }
    }
    for(i=1;i<=3;i++){
        m=f(a[i]);
        printf(""%d\n"",m);
    }
    return 0;
}",符号错误或缺失-,无,E21
p2629,"#include<stdio.h>
int main(){
    int n,x,y,i;
    scanf(""%d"",&n);
    for(x=1;x<n;x++)
    for(y=x+1;x<=n)
    if((x+y)%3==0||(x+y)%7==0){
        i++;
    }printf(""%d"",i);
    return 0;
}",符号错误或缺失-,无,E21
p2630,"#include<stdio.h>
int main(){
    char a[200]={'0'};
    for(int i=0;i<;i++){
        scanf(""%c"",&a[i]);
        printf(""%c"",a[i]);
    }
    
    for(int i=1;i<strlen(a)-1;i++){
        if(a[i]=='-'){
            if((a[i-1]>='0'&&a[i+1]<='9')||(a[i-1]>='a'&&a[i+1]<='z')&&(a[i-1]<a[i+1])){
                for(int j=a[i-1]+1;j<=a[i+1]-1;j++){
                    cout<<char(j);
                }
            }else cout<<a[i];
            
        }else cout<<a[i];
    }cout<<a[a.size()-1];
    
    
}",符号错误或缺失-,无,E21
p2631,"#include<stdio.h>
int main()
{
   int a=0,b,c;
   float m;
   scanf(""%d %d %d"",&a,&b,&c);
   scanf(""%f%f%f"",&m,&m,&m);
   printf(""%d\n%d\n%d\n%.1f\n%.2f\n%.3f\n""a,b,c,m,m,m);
   return 0;
}
    
",符号错误或缺失-,无,E21
p2632,"#include<stdio.h>
int main(){
    int a, b;
    scanf(""%d%d"",&a, &b);
    if(a>b)
    printf(""%d%d"",a, b);
    if(b>a)
    printf(""%d%d"",b  a);
    return 0;
}",符号错误或缺失-,无,E21
p2633,"#include<stdio.h>
int main()
{
    char a[20000],;
    int b[20000]={0};
    scanf(""%s"",a);
    char c='a';
    for(int i=1;i<26;i++){
        c+=i;
        for(int j=0;a[j]!='.';j++){
            if(a[j]==c){
                b[j]++;
            }
        }c='a';
    }
    for(int k=0;k<26;k++ ){
        if(b[k]!=0){
            c+=k;
            printf(""%c:%d"",c,b[k]);
        }c='a';
    }
    return 0;
}",符号错误或缺失-,无,E21
p2634,"#include<stdio.h>
int main(){
    char a;
    scanf(""%c""&a);
    if('a'-32='A'){
        a=a-32;
        printf(""%c"",a);
    }else{
        a=a+32;
        printf(""%c"",a);
    }
    
    
    
    
    
    
    return 0;
}",符号错误或缺失-,无,E21
p2635,"#include <stdio.h>
#include <string.h>
int main()
{
    char a[1000];
    int i,l,s=0;
    l=strlen(a);
    gets(a);
    for(i=0;i!=\0;i++){
        if(a[i]==' '&&a[i-1]==a[i+1]){
            s++;
        }if(a[i]==' '&&a[i-1]!=a[i+1]){
            s=0;
            break;
        }
    }if(s==0){
        printf(""N"");
    }else if(s!=0){
        printf(""Y"");
    }
}",符号错误或缺失-,无,E21
p2636,"#include<stdio.h>
int main(){
    int n,i;
    for(i=2;<=n;i++){
        if(n%i==0){
            printf(""F"");
        }else{
            printf(""T"");
        }
    }
    return 0;
}",符号错误或缺失-,无,E21
p2637,"#include<stdio.h>
include<math.h>
int main
{
    int a,n;
   double v,S,vt;
   scanf(""%lf%lf%lf"",&v,&a,&n);
   vt=v*(50/3)+a*n;
   S=v*(50/3)+a*pow(n,2)/2.0;
   printf(""%.4lf%.4lf"",vt,S);
   return 0;
}",符号错误或缺失-,无,E21
p2638,"#include<stdio.h>
#include<math.h>
int main()
{
    int e i,j,n,sum;
    scanf(""%lf\n"",&n);
    sum=0;
    for(i=0;i<n;i++)
    {
        for(j=1;j<=sqrt(i);j++)
        if(i%sqrt(j)==0)
        {
            sum=sum+i;
        }
    }
    printf(""%.0f\n"",sum);
    return 0;
}",符号错误或缺失-,无,E21
p2639,"#include<stdio.h>
#include<math.h>
int main()
{
    double vt,v0,a,t,s;
    scanf(""%lf %lf %lf"",&v0 &a &n);
    vt==v0+a*t;
    s=v0+a*t^(1/2)/2;
    printf(""v s/n"",%lf %lf);
    return 0;
}",符号错误或缺失-,无,E21
p2640,"#include<stdio.h>
#include<math.h>
int main()
{
    double vt,v0,a,t,s;
    scanf(""%lf %lf %lf"",&v0 &a &n);
    vt==v0+a*t;
    s=v0+a*t^(1/2)/2;
    printf(""v s/n"");
    return 0;
}",符号错误或缺失-,无,E21
p2641,"#include<stdio.h>
include<math.h>
int main
{
    int a,n;
   double v,S,vt;
   scanf(""%lf %lf %lf"",&v,&a,&n);
   vt=v*(50/3)+a*n;
   S=v*(50/3)+a*pow(n,2)/2.0;
   printf(""%.4lf %.4lf"",vt,S);
   return 0;
}",符号错误或缺失-,无,E21
p2642,"#include<stdio.h>
int judge(){
    int x, a, b, c,;
    for(x=100; x<=999; x++) {
        a = x / 100;
        b = d;
        c = x%10;
        if(a*a*a+b*b*b+c*c*c == x)
            printf(""%d\n"",x);
    }
}
int main(){
    judge();
    return 0;
}",符号错误或缺失-,无,E21
p2643,"#include<stdio.h>
int main(){
    int n,a=0,b,c,i,;
    scanf(""%d"",&n);
    a=n/360;
    b=(n/360-a)*60%;
    c=(n/360-b-a)*60;
    printf(""a:b:c"");
    return 0;
}",符号错误或缺失-,无,E21
p2644,"#include<stdio.h>
int main()
{
    int v0,n;
    double a,s,t;
    scanf(""%d %lf %d"",&v0,&a,&n);
    t=
}",符号错误或缺失-,无,E21
p2645,"#include<stdio.h>
int main()
{
   int n i=0 ;
   float s=1.0;
   for(n=i;n>1;n++)
       s=;
   printf(""%6.1f\n"",s); 
   return 0;
} 
",符号错误或缺失-,无,E21
p2646,"#include<stdio.h>
include<math.h>
int main
{
   double v0,v1,v2,a,t1,t2,S=0;
   scanf(""%lf %lf %lf"",&v0,&a,&t1);
   v1=v0/3.6;
   t2=t1*60;
   v2=v1+a*t2;
   S=v1*t2+a*0.5*t2*t2;
   printf(""%.4lf %.4lf"",v2,S);
   return 0;
}",符号错误或缺失-,无,E21
p2647,"include<stdio.h>
int main()
{
    void fun();
int a=10,b=5;
main()
{
	scanf(""%d,%d"",&a,&b);
	fun();
}
void fun()
{
	printf(""%d"",a+b);
}
printf(""%d"",a+b);
return 0;
}",符号错误或缺失-,无,E21
p2648,"#include<stdio.h>

int main()
{
    double j,i,;
    scanf(""%lf"",&i);
    j=3.1415926*(i/2.0)*(2.0);
    printf(""%.4f"",j);
    return 0;
}",符号错误或缺失-,无,E21
p2649,"#include<stdio.h>
int judge(){
    int x=0, a, b, c;
    for(x=100; x<=999; x++) {
        a = x / 100;
        b = (x-a*100)/10;
        c = ;
        if(a*a*a+b*b*b+c*c*c == x)
            printf(""%d\n"",x);
    }
}
int main(){
    judge();
    return 0;
}",符号错误或缺失-,无,E21
p2650,"#include<stdio.h>
int main ()
{
    double v0,v,a,n,s;
    scanf (""%lf%lf%lf"",&v0,&a,&n);
    v=v0+216*a*n;
    s=(10/36)*v0+1800*n*n*a;
    printf (""%.4f %.4f""v,s);
    return 0;
}",符号错误或缺失-,无,E21
p2651,"#include<stdio.h>
int main ()
{
    double v0=0,a,n;
    double v,s;
    scanf (""%lf%lf%lf"",&v0,&a,&n);
    v=v0+216*a*n;
    s=(10/36)*v0+1800*n*n*a;
    printf (""%.4f %.4f""v,s);
    return 0;
}",符号错误或缺失-,无,E21
